ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
Gerald_Ford	Was Gerald Ford a member of Delta Kappa Epsilon?	Yes	easy	easy	S08_set3_a10
Gerald_Ford	Did ford get an award called "Congressman's congressman"?	Yes	easy	easy	S08_set3_a10
Gerald_Ford	Did ford get an award called "Congressman's congressman"?	No	easy	medium	S08_set3_a10
Gerald_Ford	Did ford attend the University of Michigan?	Yes	easy	easy	S08_set3_a10
Gerald_Ford	Did ford attend the University of Michigan?	Yes	easy	easy	S08_set3_a10
Gerald_Ford	What positions Ford played in the school football team?	Center and linebacker	medium	medium	S08_set3_a10
Gerald_Ford	What positions Ford played in the school football team?	Captain	medium	hard	S08_set3_a10
Gerald_Ford	What did Ford say about his biological father?	He was abusive and had a history of hitting his mother.	medium	medium	S08_set3_a10
Gerald_Ford	What did Ford say about his biological father?	his biological father was abusive and had a history of hitting his mother	medium	medium	S08_set3_a10
Gerald_Ford	Who did Ford nominate for Vice President?	Bob Dole	medium	hard	S08_set3_a10
Gerald_Ford	Who did Ford nominate for Vice President?	Nelson Rockefeller	medium	medium	S08_set3_a10
Gerald_Ford	Was Ford active about Vietnamese affairs?	No
\n	hard	hard	S08_set3_a10
Gerald_Ford	Was Ford active about Vietnamese affairs?	Yes	hard	too hard	S08_set3_a10
Gerald_Ford	Had Ford's wife married before?	Yes	hard	hard	S08_set3_a10
Gerald_Ford	Had Ford's wife married before?	No	hard	hard	S08_set3_a10
Gerald_Ford	Is Ford related with the assassination of John F. Kennedy?	Yes	hard	medium	S08_set3_a10
Gerald_Ford	Was Gerald Ford the 38th President of the United States?	yes	easy	easy	S08_set3_a10
Gerald_Ford	Was Gerald Ford the 38th President of the United States?	yes	easy	easy	S08_set3_a10
Gerald_Ford	Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?	yes	easy	easy	S08_set3_a10
Gerald_Ford	Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?	yes	easy	easy	S08_set3_a10
Gerald_Ford	Was Ford an Eagle Scout?	yes	easy	easy	S08_set3_a10
Gerald_Ford	Was Ford an Eagle Scout?	yes	easy	easy	S08_set3_a10
Gerald_Ford	What district was Ford elected from?	Michigan's 5th congressional district	medium	medium	S08_set3_a10
Gerald_Ford	What district was Ford elected from?	Michigan's 5th congressional district	medium	medium	S08_set3_a10
Gerald_Ford	How many Eagle Scouts were involved in Ford's funeral procession?	400	medium	medium	S08_set3_a10
Gerald_Ford	How many Eagle Scouts were involved in Ford's funeral procession?	About 400	medium	medium	S08_set3_a10
Gerald_Ford	Which future Heisman Trophy winner did Ford tackle?	Jay Berwanger	medium	hard	S08_set3_a10
Gerald_Ford	Which future Heisman Trophy winner did Ford tackle?	Jay Berwanger	medium	medium	S08_set3_a10
Gerald_Ford	Has another US President been an Eagle Scout?	no	hard	hard	S08_set3_a10
Gerald_Ford	Has another US President been an Eagle Scout?	no	hard	hard	S08_set3_a10
Gerald_Ford	Did Ford need to do extra work to pay for college?	yes	hard	medium	S08_set3_a10
Gerald_Ford	Did Ford need to do extra work to pay for college?	yes	hard	hard	S08_set3_a10
Gerald_Ford	Have more than five Presidents lived past the age of 90?	no	hard	hard	S08_set3_a10
Gerald_Ford	Have more than five Presidents lived past the age of 90?	no	hard	hard	S08_set3_a10
Gerald_Ford	How do kwajalein and eniwetok relate?	The Monterey supported landings at both locations.	NULL	medium	S08_set3_a10
Gerald_Ford	What did Ford receive on April 13, 1942?	Ford received a commission as ensign in the US Naval Reserve.	NULL	medium	S08_set3_a10
Gerald_Ford	Was Ford released from the hospital?	Yes.	NULL	easy	S08_set3_a10
Gerald_Ford	Was Ford interred at his Presidential Museum in Grand Rapids, Michigan?	Yes.	NULL	easy	S08_set3_a10
Gerald_Ford	Is Ford one of only four former Presidents to live to 90 or more years of age ?	Yes.	NULL	easy	S08_set3_a10
Gerald_Ford	Was Ford the last surviving member of the Warren Commission ?	Yes.	NULL	easy	S08_set3_a10
Gerald_Ford	Did Grand Rapids supporters not urge him to take on Bartel J. Jonkman , the incumbent Republican congressman ?	No.	NULL	easy	S08_set3_a10
Gerald_Ford	Did they not claim Ford 's pardon was quid pro quo in exchange for Nixon 's resignation ?	They did claim Ford's pardon was quid pro quo.	NULL	easy	S08_set3_a10
Ghana	Does Ghana have twice the per capita output of the poorer countries in West Africa?	yes	easy	easy	S08_set2_a5
Ghana	Does Ghana have twice the per capita output of the poorer countries in West Africa?	yes	easy	easy	S08_set2_a5
Ghana	Is English Ghana's official language?	yes	easy	easy	S08_set2_a5
Ghana	Is English Ghana's official language?	yes	easy	easy	S08_set2_a5
Ghana	Did the Dutch build the Elmina Castle?	No	easy	medium	S08_set2_a5
Ghana	Did the Dutch build the Elmina Castle?	no	easy	easy	S08_set2_a5
Ghana	When did Ghana achieve independence from the United Kingdom?	1957	medium	medium	S08_set2_a5
Ghana	When did Ghana achieve independence from the United Kingdom?	1957	medium	medium	S08_set2_a5
Ghana	How many regions is Ghana divided into?	10	medium	easy	S08_set2_a5
Ghana	How many regions is Ghana divided into?	10	medium	medium	S08_set2_a5
Ghana	Who is the head of state of Ghana?	President John Agyekum Kofuor	medium	easy	S08_set2_a5
Ghana	Who is the head of state of Ghana?	John Agyekum Kufuor	medium	medium	S08_set2_a5
Ghana	What is the dominant religion in Ghana?	Christian	hard	hard	S08_set2_a5
Ghana	What is the dominant religion in Ghana?	christian	hard	hard	S08_set2_a5
Ghana	What are the two subfamilies of the Native Ghanaian languages?	Kwa and Gur	hard	hard	S08_set2_a5
Ghana	What are the two subfamilies of the Native Ghanaian languages?	Kwa and Gur	hard	hard	S08_set2_a5
Ghana	What is the weather like at Lake Volta?	Warm and comparatively dry	hard	hard	S08_set2_a5
Ghana	What is the weather like at Lake Volta?	warm and comparatively dry	hard	hard	S08_set2_a5
Ghana	Is Ghana in Asia?	no	easy	easy	S08_set2_a5
Ghana	Is Ghana in Asia?	No	easy	easy	S08_set2_a5
Ghana	Is English the official language?	yes	easy	easy	S08_set2_a5
Ghana	Is English the official language?	Yes	easy	easy	S08_set2_a5
Ghana	Is Ghana's head of state John Agyekum Kufuor?	yes	easy	easy	S08_set2_a5
Ghana	Is Ghana's head of state John Agyekum Kufuor?	Yes	easy	easy	S08_set2_a5
Ghana	What does the word Ghana mean?	warrior king	medium	medium	S08_set2_a5
Ghana	What does the word Ghana mean?	Warrior King	medium	medium	S08_set2_a5
Ghana	Who was Kwame Nkrumah?	founder and first president	medium	medium	S08_set2_a5
Ghana	Who was Kwame Nkrumah?	founder and first president of the modern Ghanaian state	medium	medium	S08_set2_a5
Ghana	Where is old Ghana in relation to present Ghana?	500 miles north	medium	medium	S08_set2_a5
Ghana	Where is old Ghana in relation to present Ghana?	500 miles north of the present Ghana, and occupied the area between Rivers Senegal and Niger	medium	medium	S08_set2_a5
Ghana	Who makes up Ghana's Parliament?	the New Patriotic Party and National Democratic Congress	hard	hard	S08_set2_a5
Ghana	Who makes up Ghana's Parliament?	the New Patriotic Party and National Democratic Congress	hard	hard	S08_set2_a5
Ghana	What European countries established states in Ghana?	The UK	hard	too hard	S08_set2_a5
Ghana	What European countries established states in Ghana?	Portugual, France, Britain, Netherlands	hard	hard	S08_set2_a5
Ghana	What was Wagadugu?	NULL	NULL	NULL	S08_set2_a5
Ghana	What was controlled by Sundiata in 1240 AD, and absorbed into the larger Mali Empire?	NULL	NULL	NULL	S08_set2_a5
Ghana	What connected the Akans to this Empire?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is it true that anecdotal evidence connected the akans to this empire?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is it true that the portuguese came to ghana in the 15th century?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is it true that agricultural expansion marked the period before 500?	NULL	NULL	NULL	S08_set2_a5
Ghana	What did Ghana capture in 1642?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is The Parliament of Ghana unicameral?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is Medieval Ghana (4th- 13th Century): The Republic of Ghana is named after the medieval Ghana Empire of West Africa. named after the medieval Ghana Empire of West Africa?	NULL	NULL	NULL	S08_set2_a5
Ghana	What was on March?	NULL	NULL	NULL	S08_set2_a5
Ghana		NULL	NULL	NULL	S08_set2_a5
Ghana		NULL	NULL	NULL	S08_set2_a5
Ghana	The coastline is what?	NULL	NULL	NULL	S08_set2_a5
Ghana	Ghana 's spending on education has what?	NULL	NULL	NULL	S08_set2_a5
Ghana	Who sits at Osu Castle ?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is all teaching done in English , Ghana 's official language ?	NULL	NULL	NULL	S08_set2_a5
Ghana	Are Native Ghanaian languages divided into two linguistic subfamilies of the Niger-Congo language family ?	NULL	NULL	NULL	S08_set2_a5
Ghana	Are more than 100 languages and dialects spoken in Ghana ?	NULL	NULL	NULL	S08_set2_a5
Ghana	Had the tax regime which started in 1998 a single rate but since September 2007 entered into a multiple rate regime ?	NULL	NULL	NULL	S08_set2_a5
Ghana	Did European and other : 0.2 % Religions : Christian 63 % , African beliefs 21 % , Muslim 16 % , Facts on People of Ghana , not access July 13 , 2006 More than 100 languages and dialects are spoken in Ghana ?	NULL	NULL	NULL	S08_set2_a5
Ghana	Does this not allow retailers of taxable goods under Act 546 to charge a marginal 3 % on their sales and account on same to the VAT Service ?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is the republic of ghana a country in west africa?	NULL	NULL	NULL	S08_set2_a5
Ghana	What happened with the portuguese in the 15th century?	NULL	NULL	NULL	S08_set2_a5
Ghana	Is the old ghana 500 miles?	NULL	NULL	NULL	S08_set2_a5
Gray_Wolf	Does the Gray Wolf share an ancestry with the domestic dog?	Yes	easy	too easy	S08_set1_a6
Gray_Wolf	Does the Gray Wolf share an ancestry with the domestic dog?	Yes.	easy	easy	S08_set1_a6
Gray_Wolf	Do wolf pups tend to have darker fur than adults?	Yes	easy	too easy	S08_set1_a6
Gray_Wolf	Do wolf pups tend to have darker fur than adults?	Yes, They do tend to have darker furs	easy	hard	S08_set1_a6
Gray_Wolf	Do wolves leave their pack?	Yes	easy	medium	S08_set1_a6
Gray_Wolf	Do wolves leave their pack?	They leave their birth pack when they reach sexual maturity	easy	medium	S08_set1_a6
Gray_Wolf	What kinds of coats do wolves have?	bulky coats with two layers	medium	medium	S08_set1_a6
Gray_Wolf	What kinds of coats do wolves have?	Tough guard hairs that repel water and dirt, and a dense, water-resistant layer	medium	hard	S08_set1_a6
Gray_Wolf	Where do wolves have scent glands?	Helping the woldf to effectively navigate over large expanses while concurrently keeping others informed of its whereabouts.	medium	medium	S08_set1_a6
Gray_Wolf	Where do wolves have scent glands?	between a wolf's toes	medium	medium	S08_set1_a6
Gray_Wolf	How much do wolves weigh?	typically varies between 32 and 62 kilograms	medium	medium	S08_set1_a6
Gray_Wolf	How much do wolves weigh?	between 32 and 68 kilograms 	medium	easy	S08_set1_a6
Gray_Wolf	Why do wolves howl?	Howling helps pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances. Howling also helps to call pack members to a specific location. Howling can also serve as a declaration of territory, as shown in a dominant wolf&apos;s tendency to respond to a human imitation of a "rival" wolf in an area the wolf considers its own. 	hard	hard	S08_set1_a6
Gray_Wolf	Why do wolves howl?	To pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances	hard	too hard	S08_set1_a6
Gray_Wolf	What is surplus killing?	Surplus killing is defined as the killing of several prey animals too numerous to eat at one sitting.	hard	medium	S08_set1_a6
Gray_Wolf	What is surplus killing?	the killing of several prey animals too numerous to eat at one sitting	hard	easy	S08_set1_a6
Gray_Wolf	Are Gray Wolves native to North America?	Yes	hard	easy	S08_set1_a6
Gray_Wolf	Are Gray Wolves native to North America?	No. Current theory suggests that it's from Eurasia	hard	hard	S08_set1_a6
Gray_Wolf	Is the Gray Wolf a mammal?	Yes	easy	easy	S08_set1_a6
Gray_Wolf	Is the Gray Wolf a mammal?	Yes	easy	easy	S08_set1_a6
Gray_Wolf	Are a wolf's teeth its main weapons?	Yes	easy	easy	S08_set1_a6
Gray_Wolf	Are a wolf's teeth its main weapons?	Yes	easy	easy	S08_set1_a6
Gray_Wolf	Are wolves built for stamina?	Yes	easy	easy	S08_set1_a6
Gray_Wolf	Are wolves built for stamina?	Yes	easy	easy	S08_set1_a6
Gray_Wolf	Where is the largest gray wolf population thought to be found?	Kazakhstan	medium	hard	S08_set1_a6
Gray_Wolf	Where is the largest gray wolf population thought to be found?	Kazakhstan	medium	medium	S08_set1_a6
Gray_Wolf	To what genus does the gray wolf belong?	Canis	medium	medium	S08_set1_a6
Gray_Wolf	To what genus does the gray wolf belong?	Canis	medium	medium	S08_set1_a6
Gray_Wolf	When do wolves molt?	Late Spring or Early Summer	medium	medium	S08_set1_a6
Gray_Wolf	When do wolves molt?	late spring or early summer	medium	medium	S08_set1_a6
Gray_Wolf	Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?	A pack can only suppport one littler per year	hard	hard	S08_set1_a6
Gray_Wolf	Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?	The pack tension rises as each mature wolf feels urged to mate	hard	too hard	S08_set1_a6
Gray_Wolf	What type of tools do biologists use to capture wolves for tagging?	Darting and Foot hold traps.	hard	hard	S08_set1_a6
Gray_Wolf	What type of tools do biologists use to capture wolves for tagging?	Darting and foot hold traps	hard	hard	S08_set1_a6
Gray_Wolf	Forward, erect ears and slightly bristle hackles are a sign of what in wolves?	Dominance	hard	hard	S08_set1_a6
Gray_Wolf	Forward, erect ears and slightly bristle hackles are a sign of what in wolves?	Dominance	hard	hard	S08_set1_a6
Grover_Cleveland	Was Grover Cleveland born in New York?	no	easy	easy	S08_set3_a6
Grover_Cleveland	Was Grover Cleveland born in New York?	no	easy	easy	S08_set3_a6
Grover_Cleveland	Did Grover Cleveland win the 1884 election?	yes	easy	easy	S08_set3_a6
Grover_Cleveland	Did Grover Cleveland win the 1884 election?	yes	easy	easy	S08_set3_a6
Grover_Cleveland	Did Grover Cleveland support women's suffrage?	No	easy	medium	S08_set3_a6
Grover_Cleveland	Did Grover Cleveland support women's suffrage?	no	easy	medium	S08_set3_a6
Grover_Cleveland	Where was Grover Cleveland married?	In the White House	medium	easy	S08_set3_a6
Grover_Cleveland	Where was Grover Cleveland married?	in the Blue Room in the White House	medium	medium	S08_set3_a6
Grover_Cleveland	What did Cleveland die from?	A heart attack	medium	easy	S08_set3_a6
Grover_Cleveland	What did Cleveland die from?	a heart attack	medium	medium	S08_set3_a6
Grover_Cleveland	How many years after Cleveland left office did the U.S. win the Spanish-American War?	One Year	medium	medium	S08_set3_a6
Grover_Cleveland	How many years after Cleveland left office did the U.S. win the Spanish-American War?	one	medium	medium	S08_set3_a6
Grover_Cleveland	What did Cleveland's opponents say in 1884 to counter his innocent image?	That he had fathered an illegitimate child	hard	hard	S08_set3_a6
Grover_Cleveland	What did Cleveland's opponents say in 1884 to counter his innocent image?	that he had fathered an illegitimate child while he was a lawyer in Buffalo	hard	hard	S08_set3_a6
Grover_Cleveland	Who did Cleveland run against in 1884?	former Senator James G. Blaine of Maine	hard	easy	S08_set3_a6
Grover_Cleveland	Who did Cleveland run against in 1884?	James G. Blaine	hard	hard	S08_set3_a6
Grover_Cleveland	Why did Cleveland want to hide his cancer surgery from the public?	To avoid further market panic	hard	medium	S08_set3_a6
Grover_Cleveland	Why did Cleveland want to hide his cancer surgery from the public?	because of the financial depression of the country	hard	hard	S08_set3_a6
Grover_Cleveland	Was Grover Cleveland the twenty-seventh president of the United States?	No.	easy	easy	S08_set3_a6
Grover_Cleveland	Was Grover Cleveland the twenty-seventh president of the United States?	No.	easy	easy	S08_set3_a6
Grover_Cleveland	Is Grover Cleveland honest?	Yes.	easy	easy	S08_set3_a6
Grover_Cleveland	Is Grover Cleveland honest?	Yes.	easy	easy	S08_set3_a6
Grover_Cleveland	Was Grover Cleveland married in the whitehouse?	Yes.	easy	easy	S08_set3_a6
Grover_Cleveland	Was Grover Cleveland married in the whitehouse?	Yes.	easy	easy	S08_set3_a6
Grover_Cleveland	When was he elected sheriff of Erire County, New York?	Yes.	medium	easy	S08_set3_a6
Grover_Cleveland	When was he elected sheriff of Erire County, New York?	1870	medium	medium	S08_set3_a6
Grover_Cleveland	When did he die?	June 24 1908	medium	medium	S08_set3_a6
Grover_Cleveland	When did he die?	1908 	medium	medium	S08_set3_a6
Grover_Cleveland	Which election did Grover Cleveland win?	1884 and 1892 presidential elections	medium	hard	S08_set3_a6
Grover_Cleveland	Who were Grover Cleveland's parents?	Cleveland was born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal.	hard	too hard	S08_set3_a6
Grover_Cleveland	Who were Grover Cleveland's parents?	Reverend Richard Cleveland and Anne Neal.	hard	hard	S08_set3_a6
Grover_Cleveland	How many children did Grover Cleveland have?	5	hard	hard	S08_set3_a6
Grover_Cleveland	How many children did Grover Cleveland have?	Six.	hard	too hard	S08_set3_a6
Grover_Cleveland	Who lost control of his party to the agrarians and silverites in 1896?	Grover Cleveland	NULL	medium	S08_set3_a6
Grover_Cleveland	Is it true that he sent in federal troops to chicago?	yes	NULL	easy	S08_set3_a6
Grover_Cleveland	Was Cleveland born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal?	yes	NULL	easy	S08_set3_a6
Grover_Cleveland	Was Grover Cleveland elected Sheriff of Erie County, New York?	yes	NULL	easy	S08_set3_a6
Grover_Cleveland	Was Cleveland 's portrait on the U.S. $ 1000 bill from 1928 to 1946 ?	yes	NULL	easy	S08_set3_a6
Grover_Cleveland	Is he buried in the Princeton Cemetery of the Nassau Presbyterian Church ?	yes	NULL	easy	S08_set3_a6
Grover_Cleveland	Did the Department of the Interior not charge that the rights of way for this land must be returned to the public because the railroads failed to extend their lines according to agreements ?	yes	NULL	easy	S08_set3_a6
Grover_Cleveland	Did the team , sedating Cleveland with nitrous oxide -LRB- laughing gas -RRB- , not remove his upper left jaw and portions of his hard palate ?	yes	NULL	easy	S08_set3_a6
Henri_Becquerel	He became chief engineer in the Department of Bridges and Highways in what year?	in 1894	NULL	medium	S08_set4_a9
Henri_Becquerel	What led Becquerel to investigate the spontaneous emission of nuclear radiation?	phographic plates being fully exposed	NULL	hard	S08_set4_a9
Henri_Becquerel	Is it true that he married louise désirée lorieux in 1890?	yes	NULL	easy	S08_set4_a9
Henri_Becquerel	Is it true that he shared the nobel prize in physics?	yes	NULL	easy	S08_set4_a9
Henri_Becquerel	When did he marry louise désirée lorieux?	1890	NULL	medium	S08_set4_a9
Henri_Becquerel	Was Becquerel elected Permanent Secretary of the Académie des Sciences?	yes	NULL	easy	S08_set4_a9
Henri_Becquerel	Was Becquerel born in Paris into a family which, including he and his son Jean, produced four generations of scientists?	yes	NULL	easy	S08_set4_a9
Henri_Becquerel	Who won the 1903 Nobel Prize in Physics for discovering radioactivity ?	Henri Becquerel	NULL	medium	S08_set4_a9
Henri_Becquerel	Did he not die at the age of 55 in Le Croisic ?	Yes he died at the age of 55	NULL	easy	S08_set4_a9
Henri_Becquerel	Did one places between the phosphorescent substance and the paper a piece of money or a metal screen not pierce with a cut-out design ?	yes	NULL	easy	S08_set4_a9
Henri_Becquerel	What happened in 1896?	 Becquerel accidentally discovered radioactivity.	NULL	hard	S08_set4_a9
Henri_Becquerel	What happened with a bromide emulsion in two sheets of very thick black paper?	the plate does not become clouded upon being exposed to the sun for a day	NULL	hard	S08_set4_a9
Henri_Becquerel	Is there a becquerel crater on the moon and a becquerel crater on mars?	yes	NULL	easy	S08_set4_a9
Indonesia	Are the Javanese the largest and politically dominant ethnic group in Indonesia?	yes	easy	easy	S08_set2_a10
Indonesia	Are the Javanese the largest and politically dominant ethnic group in Indonesia?	Yes	easy	too easy	S08_set2_a10
Indonesia	Is Indonesia a monarchy with a presidential system?	no	easy	easy	S08_set2_a10
Indonesia	Is Indonesia a monarchy with a presidential system?	No	easy	easy	S08_set2_a10
Indonesia	Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?	yes	easy	easy	S08_set2_a10
Indonesia	Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?	Yes	easy	easy	S08_set2_a10
Indonesia	In what year did East Timor secede from Indonesia?	1999	medium	medium	S08_set2_a10
Indonesia	In what year did East Timor secede from Indonesia?	1999	medium	medium	S08_set2_a10
Indonesia	When did Islam become the dominant religion in Java and Sumatra?	the end of the 16th century	medium	medium	S08_set2_a10
Indonesia	When did Islam become the dominant religion in Java and Sumatra?	by the end of the 16th century	medium	medium	S08_set2_a10
Indonesia	Does Indonesia have the world's hightest level of biodiversity?	no	medium	easy	S08_set2_a10
Indonesia	Does Indonesia have the world's hightest level of biodiversity?	No	medium	medium	S08_set2_a10
Indonesia	Was Indonesia named after it became an independent country?	no	hard	hard	S08_set2_a10
Indonesia	Was Indonesia named after it became an independent country?	No	hard	hard	S08_set2_a10
Indonesia	Why did Indonesia break off relations with the People's Republic of China?	because of anti-communist purges early in the Suharto era	hard	too hard	S08_set2_a10
Indonesia	Why did Indonesia break off relations with the People's Republic of China?	anti-communist purges early in the Suharto era	hard	hard	S08_set2_a10
Indonesia	Which spice originally attracted Europeans to Indonesia?	nutmeg, cloves, or cubeb pepper	hard	hard	S08_set2_a10
Indonesia	Which spice originally attracted Europeans to Indonesia?	nutmeg, cloves, and cubeb pepper	hard	hard	S08_set2_a10
Indonesia	What is Jakarta?	Indonesia's special capital region	NULL	hard	S08_set2_a10
Indonesia	What shares land borders with Papua New Guinea, East Timor and Malaysia?	Indonesia	NULL	medium	S08_set2_a10
Indonesia	What are the largest and politically dominant ethnic group?	the Javanese	NULL	easy	S08_set2_a10
Indonesia	What happens when the srivijaya kingdom formed trade links?	The indonesian archipelago became an important trade region	NULL	medium	S08_set2_a10
Indonesia	Is it true that indonesia has vast areas of wilderness?	yes	NULL	easy	S08_set2_a10
Indonesia	Is Indonesia a republic?	yes	NULL	easy	S08_set2_a10
Indonesia	Are Sports in Indonesia generally male-orientated?	yes	NULL	easy	S08_set2_a10
Indonesia	Is Indonesia the world's largest archipelagic state?	yes	NULL	medium	S08_set2_a10
Indonesia	Are sports in Indonesia generally male-orientated and spectator sports are often associated with illegal gambling ?	yes	NULL	easy	S08_set2_a10
Indonesia	Is Pencak Silat an Indonesian martial art ?	yes	NULL	easy	S08_set2_a10
Indonesia	Has Indonesia the world 's largest Muslim population ?	yes	NULL	easy	S08_set2_a10
Indonesia	Who has its own political legislature and governor ?	each province	NULL	easy	S08_set2_a10
Indonesia	Is it the world 's largest archipelagic state?	yes	NULL	easy	S08_set2_a10
Indonesia	Is it the world 's fourth most populous country and the most populous muslim-majority nation?	yes	NULL	easy	S08_set2_a10
Indonesia	Is indonesia a republic?	yes	NULL	easy	S08_set2_a10
Isaac_Newton	What Eves?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What are a rumors that he remained a virgin?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Who was, by later reports of his contemporaries, thoroughly unhappy with the work?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Is it true that newton saw god as the master creator?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Is it true that he acquired a circle of admirers?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Is it true that this contained the beginnings of the laws of motion?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What did Isaac Newton place at 3 April, AD 33, which agrees with one traditionally accepted date?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Was Newton outraged?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Was Newton born three months after the death of his father?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What died in London?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What was against William?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What quartered on March?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	NOTTTT  FOUND	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton		NULL	NULL	NULL	S08_set4_a1
Isaac_Newton		NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Were the two in a dispute over optical discoveries at the time ?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Are Various trees claimed to be " the " apple tree which Newton describes ?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Was Newton outraged , and went about the work to uncover anything about Chaloner ?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Was this study cast into doubt when it was later found that Newton himself wrote the study 's concluding remarks on Leibniz ?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Did Newton not entertain `` a passion '' for Storer while he lodged at the Clarke house ?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	Does # Newton not  Third Law states that for every action there is an equal and opposite reaction ?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What happened at the time of newton 's birth?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What happened from school?	NULL	NULL	NULL	S08_set4_a1
Isaac_Newton	What happened on those of aristotle?	NULL	NULL	NULL	S08_set4_a1
James_Monroe	Is James Monrow the fifth president of US?	Yes	easy	easy	S08_set3_a2
James_Monroe	Is James Monrow the fifth president of US?	Yes.	easy	easy	S08_set3_a2
James_Monroe	What is the first word on the page?	James	easy	too easy	S08_set3_a2
James_Monroe	What is the first word on the page?	James_Monroe	easy	too hard	S08_set3_a2
James_Monroe	What is the first number on the page?	28	easy	too easy	S08_set3_a2
James_Monroe	What is the first number on the page?	28	easy	too hard	S08_set3_a2
James_Monroe	When did Monroe's presidency expired?	March 4, 1825	medium	medium	S08_set3_a2
James_Monroe	When did Monroe's presidency expired?	March 4, 1825.	medium	medium	S08_set3_a2
James_Monroe	What is Monroe's father's name?	Spence	medium	medium	S08_set3_a2
James_Monroe	What is Monroe's father's name?	Spence Monroe.	medium	medium	S08_set3_a2
James_Monroe	What is Monroe's daughter's name?	Maria Hester Monroe Gouverneur	medium	medium	S08_set3_a2
James_Monroe	What is Monroe's daughter's name?	Maria Hester Monroe Gouverneur	medium	medium	S08_set3_a2
James_Monroe	What does "Era of Good Feelings" refers to?	Reduced tension	hard	medium	S08_set3_a2
James_Monroe	What does "Era of Good Feelings" refers to?	Monroe allowed his political base to decay, which reduced tensions and led to the naming of his era as the "Era of Good Feelings".	hard	too hard	S08_set3_a2
James_Monroe	Did Monroe' wedding happen at the Trinity Church in New York?	Yes	hard	easy	S08_set3_a2
James_Monroe	Did Monroe' wedding happen at the Trinity Church in New York?	Yes	hard	too hard	S08_set3_a2
James_Monroe	What is Monroe Doctrine?	A doctrine declaring U.S. opposition to European interference in the Americas.	hard	medium	S08_set3_a2
James_Monroe	What is Monroe Doctrine?	In it, Monroe proclaimed the Americas should be free from future European colonization and free from European interference in sovereign countries' affairs. It further stated the United States' intention to stay neutral in European wars and wars between European powers and their colonies, but to consider any new colonies or interference with independent countries in the Americas as hostile acts toward the United States. 	hard	hard	S08_set3_a2
James_Monroe	Was James Monroe President of the United States?	yes	easy	easy	S08_set3_a2
James_Monroe	Was James Monroe President of the United States?	Yes	easy	easy	S08_set3_a2
James_Monroe	Did James Monroe attend the College of William and Mary?	yes	easy	easy	S08_set3_a2
James_Monroe	Did James Monroe attend the College of William and Mary?	Yes	easy	easy	S08_set3_a2
James_Monroe	Did James Monroe fight in the Continental Army?	yes	easy	easy	S08_set3_a2
James_Monroe	Did James Monroe fight in the Continental Army?	Yes	easy	easy	S08_set3_a2
James_Monroe	Where was James Monroe born?	Westmoreland County, Virginia	medium	medium	S08_set3_a2
James_Monroe	Where was James Monroe born?	Westmoreland County, Virginia	medium	medium	S08_set3_a2
James_Monroe	Where was James Monroe shot?	at the Battle of Trenton, in his left shoulder	medium	medium	S08_set3_a2
